tt 	 wt 	 It 	 Cet 	 ut
0.1258 	0 	9.9978719.0959 	8 	
0.1259 	0 	9.9978819.0959 	8 	
0.126 	0 	9.997919.096 	8 	
0.1261 	0 	9.9979119.096 	8 	
0.1262 	0 	9.9979319.096 	8 	
0.1263 	0 	9.9979419.096 	8 	
0.1264 	0 	9.9979619.0961 	8 	
0.1265 	0 	9.9979719.0961 	8 	
0.1266 	0 	9.9979919.0961 	8 	
0.1267 	0 	9.99819.0962 	8 	
0.1268 	0 	9.9980219.0962 	8 	
0.1269 	0 	9.9980319.0962 	8 	
0.127 	0 	9.9980519.0962 	8 	
0.1271 	0 	9.9980619.0963 	8 	
0.1272 	0 	9.9980719.0963 	8 	
0.1273 	0 	9.9980919.0963 	8 	
0.1274 	0 	9.998119.0963 	8 	
0.1275 	0 	9.9981219.0964 	8 	
0.1276 	0 	9.9981319.0964 	8 	
0.1277 	0 	9.9981419.0964 	8 	
0.1278 	0 	9.9981619.0965 	8 	
0.1279 	0 	9.9981719.0965 	8 	
0.128 	0 	9.9981819.0965 	8 	
0.1281 	0 	9.998219.0965 	8 	
0.1282 	0 	9.9982119.0966 	8 	
0.1283 	0 	9.9982219.0966 	8 	
0.1284 	0 	9.9982419.0966 	8 	
0.1285 	0 	9.9982519.0966 	8 	
0.1286 	0 	9.9982619.0967 	8 	
0.1287 	0 	9.9982719.0967 	8 	
0.1288 	0 	9.9982919.0967 	8 	
0.1289 	0 	9.998319.0967 	8 	
0.129 	0 	9.9983119.0968 	8 	
0.1291 	0 	9.9983219.0968 	8 	
0.1292 	0 	9.9983419.0968 	8 	
0.1293 	0 	9.9983519.0968 	8 	
0.1294 	0 	9.9983619.0968 	8 	
0.1295 	0 	9.9983719.0969 	8 	
0.1296 	0 	9.9983819.0969 	8 	
0.1297 	0 	9.998419.0969 	8 	
0.1298 	0 	9.9984119.0969 	8 	
0.1299 	0 	9.9984219.097 	8 	
0.13 	0 	9.9984319.097 	8 	
0.1301 	0 	9.9984419.097 	8 	
0.1302 	0 	9.9984519.097 	8 	
0.1303 	0 	9.9984619.097 	8 	
0.1304 	0 	9.9984819.0971 	8 	
0.1305 	0 	9.9984919.0971 	8 	
0.1306 	0 	9.998519.0971 	8 	
0.1307 	0 	9.9985119.0971 	8 	
0.1308 	0 	9.9985219.0972 	8 	
0.1309 	0 	9.9985319.0972 	8 	
0.131 	0 	9.9985419.0972 	8 	
0.1311 	0 	9.9985519.0972 	8 	
0.1312 	0 	9.9985619.0972 	8 	
0.1313 	0 	9.9985719.0973 	8 	
0.1314 	0 	9.9985819.0973 	8 	
0.1315 	0 	9.9985919.0973 	8 	
0.1316 	0 	9.998619.0973 	8 	
0.1317 	0 	9.9986119.0973 	8 	
0.1318 	0 	9.9986219.0974 	8 	
0.1319 	0 	9.9986319.0974 	8 	
0.132 	0 	9.9986419.0974 	8 	
0.1321 	0 	9.9986519.0974 	8 	
0.1322 	0 	9.9986619.0974 	8 	
0.1323 	0 	9.9986719.0974 	8 	
0.1324 	0 	9.9986819.0975 	8 	
0.1325 	0 	9.9986919.0975 	8 	
0.1326 	0 	9.998719.0975 	8 	
0.1327 	0 	9.9987119.0975 	8 	
0.1328 	0 	9.9987219.0975 	8 	
0.1329 	0 	9.9987319.0976 	8 	
0.133 	0 	9.9987419.0976 	8 	
0.1331 	0 	9.9987519.0976 	8 	
0.1332 	0 	9.9987619.0976 	8 	
0.1333 	0 	9.9987719.0976 	8 	
0.1334 	0 	9.9987719.0976 	8 	
0.1335 	0 	9.9987819.0977 	8 	
0.1336 	0 	9.9987919.0977 	8 	
0.1337 	0 	9.998819.0977 	8 	
0.1338 	0 	9.9988119.0977 	8 	
0.1339 	0 	9.9988219.0977 	8 	
0.134 	0 	9.9988319.0977 	8 	
0.1341 	0 	9.9988419.0978 	8 	
0.1342 	0 	9.9988419.0978 	8 	
0.1343 	0 	9.9988519.0978 	8 	
0.1344 	0 	9.9988619.0978 	8 	
0.1345 	0 	9.9988719.0978 	8 	
0.1346 	0 	9.9988819.0978 	8 	
0.1347 	0 	9.9988919.0979 	8 	
0.1348 	0 	9.9988919.0979 	8 	
0.1349 	0 	9.998919.0979 	8 	
0.135 	0 	9.9989119.0979 	8 	
0.1351 	0 	9.9989219.0979 	8 	
0.1352 	0 	9.9989319.0979 	8 	
0.1353 	0 	9.9989319.0979 	8 	
0.1354 	0 	9.9989419.098 	8 	
0.1355 	0 	9.9989519.098 	8 	
0.1356 	0 	9.9989619.098 	8 	
0.1357 	0 	9.9989619.098 	8 	
0.1358 	0 	9.9989719.098 	8 	
0.1359 	0 	9.9989819.098 	8 	
0.136 	0 	9.9989919.0981 	8 	
0.1361 	0 	9.9989919.0981 	8 	
0.1362 	0 	9.99919.0981 	8 	
0.1363 	0 	9.9990119.0981 	8 	
0.1364 	0 	9.9990219.0981 	8 	
0.1365 	0 	9.9990219.0981 	8 	
0.1366 	0 	9.9990319.0981 	8 	
0.1367 	0 	9.9990419.0981 	8 	
0.1368 	0 	9.9990419.0982 	8 	
0.1369 	0 	9.9990519.0982 	8 	
0.137 	0 	9.9990619.0982 	8 	
0.1371 	0 	9.9990619.0982 	8 	
0.1372 	0 	9.9990719.0982 	8 	
0.1373 	0 	9.9990819.0982 	8 	
0.1374 	0 	9.9990919.0982 	8 	
0.1375 	0 	9.9990919.0983 	8 	
0.1376 	0 	9.999119.0983 	8 	
0.1377 	0 	9.999119.0983 	8 	
0.1378 	0 	9.9991119.0983 	8 	
0.1379 	0 	9.9991219.0983 	8 	
0.138 	0 	9.9991219.0983 	8 	
0.1381 	0 	9.9991319.0983 	8 	
0.1382 	0 	9.9991419.0983 	8 	
0.1383 	0 	9.9991419.0984 	8 	
0.1384 	0 	9.9991519.0984 	8 	
0.1385 	0 	9.9991619.0984 	8 	
0.1386 	0 	9.9991619.0984 	8 	
0.1387 	0 	9.9991719.0984 	8 	
0.1388 	0 	9.9991719.0984 	8 	
0.1389 	0 	9.9991819.0984 	8 	
0.139 	0 	9.9991919.0984 	8 	
0.1391 	0 	9.9991919.0984 	8 	
0.1392 	0 	9.999219.0985 	8 	
0.1393 	0 	9.999219.0985 	8 	
0.1394 	0 	9.9992119.0985 	8 	
0.1395 	0 	9.9992219.0985 	8 	
0.1396 	0 	9.9992219.0985 	8 	
0.1397 	0 	9.9992319.0985 	8 	
0.1398 	0 	9.9992319.0985 	8 	
0.1399 	0 	9.9992419.0985 	8 	
0.14 	0 	9.9992419.0985 	8 	
0.1401 	0 	9.9992519.0986 	8 	
0.1402 	0 	9.9992519.0986 	8 	
0.1403 	0 	9.9992619.0986 	8 	
0.1404 	0 	9.9992719.0986 	8 	
0.1405 	0 	9.9992719.0986 	8 	
0.1406 	0 	9.9992819.0986 	8 	
0.1407 	0 	9.9992819.0986 	8 	
0.1408 	0 	9.9992919.0986 	8 	
0.1409 	0 	9.9992919.0986 	8 	
0.141 	0 	9.999319.0986 	8 	
0.1411 	0 	9.999319.0987 	8 	
0.1412 	0 	9.9993119.0987 	8 	
0.1413 	0 	9.9993119.0987 	8 	
0.1414 	0 	9.9993219.0987 	8 	
0.1415 	0 	9.9993219.0987 	8 	
0.1416 	0 	9.9993319.0987 	8 	
0.1417 	0 	9.9993319.0987 	8 	
0.1418 	0 	9.9993419.0987 	8 	
0.1419 	0 	9.9993419.0987 	8 	
0.142 	0 	9.9993519.0987 	8 	
0.1421 	0 	9.9993519.0988 	8 	
0.1422 	0 	9.9993619.0988 	8 	
0.1423 	0 	9.9993619.0988 	8 	
0.1424 	0 	9.9993619.0988 	8 	
0.1425 	0 	9.9993719.0988 	8 	
0.1426 	0 	9.9993719.0988 	8 	
0.1427 	0 	9.9993819.0988 	8 	
0.1428 	0 	9.9993819.0988 	8 	
0.1429 	0 	9.9993919.0988 	8 	
0.143 	0 	9.9993919.0988 	8 	
0.1431 	0 	9.999419.0988 	8 	
0.1432 	0 	9.999419.0988 	8 	
0.1433 	0 	9.9994119.0989 	8 	
0.1434 	0 	9.9994119.0989 	8 	
0.1435 	0 	9.9994119.0989 	8 	
0.1436 	0 	9.9994219.0989 	8 	
0.1437 	0 	9.9994219.0989 	8 	
0.1438 	0 	9.9994319.0989 	8 	
0.1439 	0 	9.9994319.0989 	8 	
0.144 	0 	9.9994319.0989 	8 	
0.1441 	0 	9.9994419.0989 	8 	
0.1442 	0 	9.9994419.0989 	8 	
0.1443 	0 	9.9994519.0989 	8 	
0.1444 	0 	9.9994519.0989 	8 	
0.1445 	0 	9.9994619.099 	8 	
0.1446 	0 	9.9994619.099 	8 	
0.1447 	0 	9.9994619.099 	8 	
0.1448 	0 	9.9994719.099 	8 	
0.1449 	0 	9.9994719.099 	8 	
0.145 	0 	9.9994719.099 	8 	
0.1451 	0 	9.9994819.099 	8 	
0.1452 	0 	9.9994819.099 	8 	
0.1453 	0 	9.9994919.099 	8 	
0.1454 	0 	9.9994919.099 	8 	
0.1455 	0 	9.9994919.099 	8 	
0.1456 	0 	9.999519.099 	8 	
0.1457 	0 	9.999519.099 	8 	
0.1458 	0 	9.999519.099 	8 	
0.1459 	0 	9.9995119.0991 	8 	
0.146 	0 	9.9995119.0991 	8 	
0.1461 	0 	9.9995219.0991 	8 	
0.1462 	0 	9.9995219.0991 	8 	
0.1463 	0 	9.9995219.0991 	8 	
0.1464 	0 	9.9995319.0991 	8 	
0.1465 	0 	9.9995319.0991 	8 	
0.1466 	0 	9.9995319.0991 	8 	
0.1467 	0 	9.9995419.0991 	8 	
0.1468 	0 	9.9995419.0991 	8 	
0.1469 	0 	9.9995419.0991 	8 	
0.147 	0 	9.9995519.0991 	8 	
0.1471 	0 	9.9995519.0991 	8 	
0.1472 	0 	9.9995519.0991 	8 	
0.1473 	0 	9.9995619.0991 	8 	
0.1474 	0 	9.9995619.0992 	8 	
0.1475 	0 	9.9995619.0992 	8 	
0.1476 	0 	9.9995719.0992 	8 	
0.1477 	0 	9.9995719.0992 	8 	
0.1478 	0 	9.9995719.0992 	8 	
0.1479 	0 	9.9995719.0992 	8 	
0.148 	0 	9.9995819.0992 	8 	
0.1481 	0 	9.9995819.0992 	8 	
0.1482 	0 	9.9995819.0992 	8 	
0.1483 	0 	9.9995919.0992 	8 	
0.1484 	0 	9.9995919.0992 	8 	
0.1485 	0 	9.9995919.0992 	8 	
0.1486 	0 	9.999619.0992 	8 	
0.1487 	0 	9.999619.0992 	8 	
0.1488 	0 	9.999619.0992 	8 	
0.1489 	0 	9.999619.0992 	8 	
0.149 	0 	9.9996119.0992 	8 	
0.1491 	0 	9.9996119.0993 	8 	
0.1492 	0 	9.9996119.0993 	8 	
0.1493 	0 	9.9996219.0993 	8 	
0.1494 	0 	9.9996219.0993 	8 	
0.1495 	0 	9.9996219.0993 	8 	
0.1496 	0 	9.9996219.0993 	8 	
0.1497 	0 	9.9996319.0993 	8 	
0.1498 	0 	9.9996319.0993 	8 	
0.1499 	0 	9.9996319.0993 	8 	
0.15 	0 	9.9996419.0993 	8 	
0.1501 	0 	9.9996419.0993 	8 	
0.1502 	0 	9.9996419.0993 	8 	
0.1503 	0 	9.9996419.0993 	8 	
0.1504 	0 	9.9996519.0993 	8 	
0.1505 	0 	9.9996519.0993 	8 	
0.1506 	0 	9.9996519.0993 	8 	
0.1507 	0 	9.9996519.0993 	8 	
0.1508 	0 	9.9996619.0993 	8 	
0.1509 	0 	9.9996619.0993 	8 	
0.151 	0 	9.9996619.0993 	8 	
0.1511 	0 	9.9996619.0994 	8 	
0.1512 	0 	9.9996719.0994 	8 	
0.1513 	0 	9.9996719.0994 	8 	
0.1514 	0 	9.9996719.0994 	8 	
0.1515 	0 	9.9996719.0994 	8 	
0.1516 	0 	9.9996819.0994 	8 	
0.1517 	0 	9.9996819.0994 	8 	
0.1518 	0 	9.9996819.0994 	8 	
0.1519 	0 	9.9996819.0994 	8 	
0.152 	0 	9.9996819.0994 	8 	
0.1521 	0 	9.9996919.0994 	8 	
0.1522 	0 	9.9996919.0994 	8 	
0.1523 	0 	9.9996919.0994 	8 	
0.1524 	0 	9.9996919.0994 	8 	
0.1525 	0 	9.999719.0994 	8 	
0.1526 	0 	9.999719.0994 	8 	
0.1527 	0 	9.999719.0994 	8 	
0.1528 	0 	9.999719.0994 	8 	
0.1529 	0 	9.999719.0994 	8 	
0.153 	0 	9.9997119.0994 	8 	
0.1531 	0 	9.9997119.0994 	8 	
0.1532 	0 	9.9997119.0994 	8 	
0.1533 	0 	9.9997119.0994 	8 	
0.1534 	0 	9.9997219.0995 	8 	
0.1535 	0 	9.9997219.0995 	8 	
0.1536 	0 	9.9997219.0995 	8 	
0.1537 	0 	9.9997219.0995 	8 	
0.1538 	0 	9.9997219.0995 	8 	
0.1539 	0 	9.9997319.0995 	8 	
0.154 	0 	9.9997319.0995 	8 	
0.1541 	0 	9.9997319.0995 	8 	
0.1542 	0 	9.9997319.0995 	8 	
0.1543 	0 	9.9997319.0995 	8 	
0.1544 	0 	9.9997419.0995 	8 	
0.1545 	0 	9.9997419.0995 	8 	
0.1546 	0 	9.9997419.0995 	8 	
0.1547 	0 	9.9997419.0995 	8 	
0.1548 	0 	9.9997419.0995 	8 	
0.1549 	0 	9.9997419.0995 	8 	
0.155 	0 	9.9997519.0995 	8 	
0.1551 	0 	9.9997519.0995 	8 	
0.1552 	0 	9.9997519.0995 	8 	
0.1553 	0 	9.9997519.0995 	8 	
0.1554 	0 	9.9997519.0995 	8 	
0.1555 	0 	9.9997619.0995 	8 	
0.1556 	0 	9.9997619.0995 	8 	
0.1557 	0 	9.9997619.0995 	8 	
0.1558 	0 	9.9997619.0995 	8 	
0.1559 	0 	9.9997619.0995 	8 	
0.156 	0 	9.9997619.0995 	8 	
0.1561 	0 	9.9997719.0996 	8 	
0.1562 	0 	9.9997719.0996 	8 	
0.1563 	0 	9.9997719.0996 	8 	
0.1564 	0 	9.9997719.0996 	8 	
0.1565 	0 	9.9997719.0996 	8 	
0.1566 	0 	9.9997719.0996 	8 	
0.1567 	0 	9.9997819.0996 	8 	
0.1568 	0 	9.9997819.0996 	8 	
0.1569 	0 	9.9997819.0996 	8 	
0.157 	0 	9.9997819.0996 	8 	
0.1571 	0 	9.9997819.0996 	8 	
0.1572 	0 	9.9997819.0996 	8 	
0.1573 	0 	9.9997919.0996 	8 	
0.1574 	0 	9.9997919.0996 	8 	
0.1575 	0 	9.9997919.0996 	8 	
0.1576 	0 	9.9997919.0996 	8 	
0.1577 	0 	9.9997919.0996 	8 	
0.1578 	0 	9.9997919.0996 	8 	
0.1579 	0 	9.999819.0996 	8 	
0.158 	0 	9.999819.0996 	8 	
0.1581 	0 	9.999819.0996 	8 	
0.1582 	0 	9.999819.0996 	8 	
0.1583 	0 	9.999819.0996 	8 	
0.1584 	0 	9.999819.0996 	8 	
0.1585 	0 	9.999819.0996 	8 	
0.1586 	0 	9.9998119.0996 	8 	
0.1587 	0 	9.9998119.0996 	8 	
0.1588 	0 	9.9998119.0996 	8 	
0.1589 	0 	9.9998119.0996 	8 	
0.159 	0 	9.9998119.0996 	8 	
0.1591 	0 	9.9998119.0996 	8 	
0.1592 	0 	9.9998119.0996 	8 	
0.1593 	0 	9.9998219.0996 	8 	
0.1594 	0 	9.9998219.0996 	8 	
0.1595 	0 	9.9998219.0996 	8 	
0.1596 	0 	9.9998219.0997 	8 	
0.1597 	0 	9.9998219.0997 	8 	
0.1598 	0 	9.9998219.0997 	8 	
0.1599 	0 	9.9998219.0997 	8 	
0.16 	0 	9.9998219.0997 	8 	
0.1601 	0 	9.9998319.0997 	8 	
0.1602 	0 	9.9998319.0997 	8 	
0.1603 	0 	9.9998319.0997 	8 	
0.1604 	0 	9.9998319.0997 	8 	
0.1605 	0 	9.9998319.0997 	8 	
0.1606 	0 	9.9998319.0997 	8 	
0.1607 	0 	9.9998319.0997 	8 	
0.1608 	0 	9.9998319.0997 	8 	
0.1609 	0 	9.9998419.0997 	8 	
0.161 	0 	9.9998419.0997 	8 	
0.1611 	0 	9.9998419.0997 	8 	
0.1612 	0 	9.9998419.0997 	8 	
0.1613 	0 	9.9998419.0997 	8 	
0.1614 	0 	9.9998419.0997 	8 	
0.1615 	0 	9.9998419.0997 	8 	
0.1616 	0 	9.9998419.0997 	8 	
0.1617 	0 	9.9998419.0997 	8 	
0.1618 	0 	9.9998519.0997 	8 	
0.1619 	0 	9.9998519.0997 	8 	
0.162 	0 	9.9998519.0997 	8 	
0.1621 	0 	9.9998519.0997 	8 	
0.1622 	0 	9.9998519.0997 	8 	
0.1623 	0 	9.9998519.0997 	8 	
0.1624 	0 	9.9998519.0997 	8 	
0.1625 	0 	9.9998519.0997 	8 	
0.1626 	0 	9.9998519.0997 	8 	
0.1627 	0 	9.9998619.0997 	8 	
0.1628 	0 	9.9998619.0997 	8 	
0.1629 	0 	9.9998619.0997 	8 	
0.163 	0 	9.9998619.0997 	8 	
0.1631 	0 	9.9998619.0997 	8 	
0.1632 	0 	9.9998619.0997 	8 	
0.1633 	0 	9.9998619.0997 	8 	
0.1634 	0 	9.9998619.0997 	8 	
0.1635 	0 	9.9998619.0997 	8 	
0.1636 	0 	9.9998619.0997 	8 	
0.1637 	0 	9.9998719.0997 	8 	
0.1638 	0 	9.9998719.0997 	8 	
0.1639 	0 	9.9998719.0997 	8 	
0.164 	0 	9.9998719.0997 	8 	
0.1641 	0 	9.9998719.0997 	8 	
0.1642 	0 	9.9998719.0998 	8 	
0.1643 	0 	9.9998719.0998 	8 	
0.1644 	0 	9.9998719.0998 	8 	
0.1645 	0 	9.9998719.0998 	8 	
0.1646 	0 	9.9998719.0998 	8 	
0.1647 	0 	9.9998819.0998 	8 	
0.1648 	0 	9.9998819.0998 	8 	
0.1649 	0 	9.9998819.0998 	8 	
0.165 	0 	9.9998819.0998 	8 	
0.1651 	0 	9.9998819.0998 	8 	
0.1652 	0 	9.9998819.0998 	8 	
0.1653 	0 	9.9998819.0998 	8 	
0.1654 	0 	9.9998819.0998 	8 	
0.1655 	0 	9.9998819.0998 	8 	
0.1656 	0 	9.9998819.0998 	8 	
0.1657 	0 	9.9998819.0998 	8 	
0.1658 	0 	9.9998819.0998 	8 	
0.1659 	0 	9.9998919.0998 	8 	
0.166 	0 	9.9998919.0998 	8 	
0.1661 	0 	9.9998919.0998 	8 	
0.1662 	0 	9.9998919.0998 	8 	
0.1663 	0 	9.9998919.0998 	8 	
0.1664 	0 	9.9998919.0998 	8 	
0.1665 	0 	9.9998919.0998 	8 	
0.1666 	0 	9.9998919.0998 	8 	
0.1667 	0 	9.9998919.0998 	8 	
0.1668 	0 	9.9998919.0998 	8 	
0.1669 	0 	9.9998919.0998 	8 	
0.167 	0 	9.9998919.0998 	8 	
0.1671 	0 	9.999919.0998 	8 	
0.1672 	0 	9.999919.0998 	8 	
0.1673 	0 	9.999919.0998 	8 	
0.1674 	0 	9.999919.0998 	8 	
0.1675 	0 	9.999919.0998 	8 	
0.1676 	0 	9.999919.0998 	8 	
0.1677 	0 	9.999919.0998 	8 	
0.1678 	0 	9.999919.0998 	8 	
0.1679 	0 	9.999919.0998 	8 	
0.168 	0 	9.999919.0998 	8 	
0.1681 	0 	9.999919.0998 	8 	
0.1682 	0 	9.999919.0998 	8 	
0.1683 	0 	9.999919.0998 	8 	
0.1684 	0 	9.999919.0998 	8 	
0.1685 	0 	9.9999119.0998 	8 	
0.1686 	0 	9.9999119.0998 	8 	
0.1687 	0 	9.9999119.0998 	8 	
0.1688 	0 	9.9999119.0998 	8 	
0.1689 	0 	9.9999119.0998 	8 	
0.169 	0 	9.9999119.0998 	8 	
0.1691 	0 	9.9999119.0998 	8 	
0.1692 	0 	9.9999119.0998 	8 	
0.1693 	0 	9.9999119.0998 	8 	
0.1694 	0 	9.9999119.0998 	8 	
0.1695 	0 	9.9999119.0998 	8 	
0.1696 	0 	9.9999119.0998 	8 	
0.1697 	0 	9.9999119.0998 	8 	
0.1698 	0 	9.9999119.0998 	8 	
0.1699 	0 	9.9999119.0998 	8 	
0.17 	0 	9.9999219.0998 	8 	
0.1701 	0 	9.9999219.0998 	8 	
0.1702 	0 	9.9999219.0998 	8 	
0.1703 	0 	9.9999219.0998 	8 	
0.1704 	0 	9.9999219.0998 	8 	
0.1705 	0 	9.9999219.0998 	8 	
0.1706 	0 	9.9999219.0998 	8 	
0.1707 	0 	9.9999219.0998 	8 	
0.1708 	0 	9.9999219.0998 	8 	
0.1709 	0 	9.9999219.0998 	8 	
0.171 	0 	9.9999219.0998 	8 	
0.1711 	0 	9.9999219.0998 	8 	
0.1712 	0 	9.9999219.0999 	8 	
0.1713 	0 	9.9999219.0999 	8 	
0.1714 	0 	9.9999219.0999 	8 	
0.1715 	0 	9.9999219.0999 	8 	
0.1716 	0 	9.9999219.0999 	8 	
0.1717 	0 	9.9999319.0999 	8 	
0.1718 	0 	9.9999319.0999 	8 	
0.1719 	0 	9.9999319.0999 	8 	
0.172 	0 	9.9999319.0999 	8 	
0.1721 	0 	9.9999319.0999 	8 	
0.1722 	0 	9.9999319.0999 	8 	
0.1723 	0 	9.9999319.0999 	8 	
0.1724 	0 	9.9999319.0999 	8 	
0.1725 	0 	9.9999319.0999 	8 	
0.1726 	0 	9.9999319.0999 	8 	
0.1727 	0 	9.9999319.0999 	8 	
0.1728 	0 	9.9999319.0999 	8 	
0.1729 	0 	9.9999319.0999 	8 	
0.173 	0 	9.9999319.0999 	8 	
0.1731 	0 	9.9999319.0999 	8 	
0.1732 	0 	9.9999319.0999 	8 	
0.1733 	0 	9.9999319.0999 	8 	
0.1734 	0 	9.9999319.0999 	8 	
0.1735 	0 	9.9999319.0999 	8 	
0.1736 	0 	9.9999319.0999 	8 	
0.1737 	0 	9.9999419.0999 	8 	
0.1738 	0 	9.9999419.0999 	8 	
0.1739 	0 	9.9999419.0999 	8 	
0.174 	0 	9.9999419.0999 	8 	
0.1741 	0 	9.9999419.0999 	8 	
0.1742 	0 	9.9999419.0999 	8 	
0.1743 	0 	9.9999419.0999 	8 	
0.1744 	0 	9.9999419.0999 	8 	
0.1745 	0 	9.9999419.0999 	8 	
0.1746 	0 	9.9999419.0999 	8 	
0.1747 	0 	9.9999419.0999 	8 	
0.1748 	0 	9.9999419.0999 	8 	
0.1749 	0 	9.9999419.0999 	8 	
0.175 	0 	9.9999419.0999 	8 	
0.1751 	0 	9.9999419.0999 	8 	
0.1752 	0 	9.9999419.0999 	8 	
0.1753 	0 	9.9999419.0999 	8 	
0.1754 	0 	9.9999419.0999 	8 	
0.1755 	0 	9.9999419.0999 	8 	
0.1756 	0 	9.9999419.0999 	8 	
0.1757 	0 	9.9999419.0999 	8 	
0.1758 	0 	9.9999419.0999 	8 	
0.1759 	0 	9.9999419.0999 	8 	
0.176 	0 	9.9999519.0999 	8 	
0.1761 	0 	9.9999519.0999 	8 	
0.1762 	0 	9.9999519.0999 	8 	
0.1763 	0 	9.9999519.0999 	8 	
0.1764 	0 	9.9999519.0999 	8 	
0.1765 	0 	9.9999519.0999 	8 	
0.1766 	0 	9.9999519.0999 	8 	
0.1767 	0 	9.9999519.0999 	8 	
0.1768 	0 	9.9999519.0999 	8 	
0.1769 	0 	9.9999519.0999 	8 	
0.177 	0 	9.9999519.0999 	8 	
0.1771 	0 	9.9999519.0999 	8 	
0.1772 	0 	9.9999519.0999 	8 	
0.1773 	0 	9.9999519.0999 	8 	
0.1774 	0 	9.9999519.0999 	8 	
0.1775 	0 	9.9999519.0999 	8 	
0.1776 	0 	9.9999519.0999 	8 	
0.1777 	0 	9.9999519.0999 	8 	
0.1778 	0 	9.9999519.0999 	8 	
0.1779 	0 	9.9999519.0999 	8 	
0.178 	0 	9.9999519.0999 	8 	
0.1781 	0 	9.9999519.0999 	8 	
0.1782 	0 	9.9999519.0999 	8 	
0.1783 	0 	9.9999519.0999 	8 	
0.1784 	0 	9.9999519.0999 	8 	
0.1785 	0 	9.9999519.0999 	8 	
0.1786 	0 	9.9999519.0999 	8 	
0.1787 	0 	9.9999619.0999 	8 	
0.1788 	0 	9.9999619.0999 	8 	
0.1789 	0 	9.9999619.0999 	8 	
0.179 	0 	9.9999619.0999 	8 	
0.1791 	0 	9.9999619.0999 	8 	
0.1792 	0 	9.9999619.0999 	8 	
0.1793 	0 	9.9999619.0999 	8 	
0.1794 	0 	9.9999619.0999 	8 	
0.1795 	0 	9.9999619.0999 	8 	
0.1796 	0 	9.9999619.0999 	8 	
0.1797 	0 	9.9999619.0999 	8 	
0.1798 	0 	9.9999619.0999 	8 	
0.1799 	0 	9.9999619.0999 	8 	
0.18 	0 	9.9999619.0999 	8 	
0.1801 	0 	9.9999619.0999 	8 	
0.1802 	0 	9.9999619.0999 	8 	
0.1803 	0 	9.9999619.0999 	8 	
0.1804 	0 	9.9999619.0999 	8 	
0.1805 	0 	9.9999619.0999 	8 	
0.1806 	0 	9.9999619.0999 	8 	
0.1807 	0 	9.9999619.0999 	8 	
0.1808 	0 	9.9999619.0999 	8 	
0.1809 	0 	9.9999619.0999 	8 	
0.181 	0 	9.9999619.0999 	8 	
0.1811 	0 	9.9999619.0999 	8 	
0.1812 	0 	9.9999619.0999 	8 	
0.1813 	0 	9.9999619.0999 	8 	
0.1814 	0 	9.9999619.0999 	8 	
0.1815 	0 	9.9999619.0999 	8 	
0.1816 	0 	9.9999619.0999 	8 	
0.1817 	0 	9.9999619.0999 	8 	
0.1818 	0 	9.9999619.0999 	8 	
0.1819 	0 	9.9999619.0999 	8 	
0.182 	0 	9.9999619.0999 	8 	
0.1821 	0 	9.9999619.0999 	8 	
0.1822 	0 	9.9999719.0999 	8 	
0.1823 	0 	9.9999719.0999 	8 	
0.1824 	0 	9.9999719.0999 	8 	
0.1825 	0 	9.9999719.0999 	8 	
0.1826 	0 	9.9999719.0999 	8 	
0.1827 	0 	9.9999719.0999 	8 	
0.1828 	0 	9.9999719.0999 	8 	
0.1829 	0 	9.9999719.0999 	8 	
0.183 	0 	9.9999719.0999 	8 	
0.1831 	0 	9.9999719.0999 	8 	
0.1832 	0 	9.9999719.0999 	8 	
0.1833 	0 	9.9999719.0999 	8 	
0.1834 	0 	9.9999719.0999 	8 	
0.1835 	0 	9.9999719.0999 	8 	
0.1836 	0 	9.9999719.0999 	8 	
0.1837 	0 	9.9999719.0999 	8 	
0.1838 	0 	9.9999719.0999 	8 	
0.1839 	0 	9.9999719.0999 	8 	
0.184 	0 	9.9999719.0999 	8 	
0.1841 	0 	9.9999719.0999 	8 	
0.1842 	0 	9.9999719.0999 	8 	
0.1843 	0 	9.9999719.0999 	8 	
0.1844 	0 	9.9999719.0999 	8 	
0.1845 	0 	9.9999719.0999 	8 	
0.1846 	0 	9.9999719.0999 	8 	
0.1847 	0 	9.9999719.0999 	8 	
0.1848 	0 	9.9999719.0999 	8 	
0.1849 	0 	9.9999719.0999 	8 	
0.185 	0 	9.9999719.0999 	8 	
0.1851 	0 	9.9999719.0999 	8 	
0.1852 	0 	9.9999719.0999 	8 	
0.1853 	0 	9.9999719.0999 	8 	
0.1854 	0 	9.9999719.0999 	8 	
0.1855 	0 	9.9999719.0999 	8 	
0.1856 	0 	9.9999719.0999 	8 	
0.1857 	0 	9.9999719.0999 	8 	
0.1858 	0 	9.9999719.0999 	8 	
0.1859 	0 	9.9999719.0999 	8 	
0.186 	0 	9.9999719.0999 	8 	
0.1861 	0 	9.9999719.0999 	8 	
0.1862 	0 	9.9999719.1 	8 	
0.1863 	0 	9.9999719.1 	8 	
0.1864 	0 	9.9999719.1 	8 	
0.1865 	0 	9.9999719.1 	8 	
0.1866 	0 	9.9999719.1 	8 	
0.1867 	0 	9.9999719.1 	8 	
0.1868 	0 	9.9999819.1 	8 	
0.1869 	0 	9.9999819.1 	8 	
0.187 	0 	9.9999819.1 	8 	
0.1871 	0 	9.9999819.1 	8 	
