t 	I 	u 	w 	Ce
0.2552 	0.419177 	200 	104.512 	0.799823
0.2553 	0.419597 	200 	104.512 	0.800627
0.2554 	0.420016 	200 	104.512 	0.80143
0.2555 	0.420434 	200 	104.512 	0.80223
0.2556 	0.420851 	200 	104.512 	0.803028
0.2557 	0.421267 	200 	104.512 	0.803825
0.2558 	0.421682 	200 	104.512 	0.80462
0.2559 	0.422097 	200 	104.511 	0.805414
0.256 	0.42251 	200 	104.511 	0.806205
0.2561 	0.422923 	200 	104.511 	0.806995
0.2562 	0.423334 	200 	104.511 	0.807783
0.2563 	0.423745 	200 	104.511 	0.808569
0.2564 	0.424155 	200 	104.511 	0.809353
0.2565 	0.424564 	200 	104.511 	0.810136
0.2566 	0.424971 	200 	104.511 	0.810916
0.2567 	0.425378 	200 	104.51 	0.811695
0.2568 	0.425784 	200 	104.51 	0.812473
0.2569 	0.426189 	200 	104.51 	0.813248
0.257 	0.426593 	200 	104.51 	0.814022
0.2571 	0.426997 	200 	104.51 	0.814794
0.2572 	0.427399 	200 	104.51 	0.815564
0.2573 	0.4278 	200 	104.51 	0.816332
0.2574 	0.428201 	200 	104.51 	0.817098
0.2575 	0.4286 	200 	104.51 	0.817863
0.2576 	0.428999 	200 	104.509 	0.818626
0.2577 	0.429396 	200 	104.509 	0.819387
0.2578 	0.429793 	200 	104.509 	0.820147
0.2579 	0.430189 	200 	104.509 	0.820904
0.258 	0.430583 	200 	104.509 	0.82166
0.2581 	0.430977 	200 	104.509 	0.822414
0.2582 	0.43137 	200 	104.509 	0.823167
0.2583 	0.431762 	200 	104.509 	0.823917
0.2584 	0.432153 	200 	104.509 	0.824666
0.2585 	0.432543 	200 	104.508 	0.825413
0.2586 	0.432933 	200 	104.508 	0.826158
0.2587 	0.433321 	200 	104.508 	0.826901
0.2588 	0.433708 	200 	104.508 	0.827643
0.2589 	0.434095 	200 	104.508 	0.828383
0.259 	0.43448 	200 	104.508 	0.829121
0.2591 	0.434865 	200 	104.508 	0.829857
0.2592 	0.435248 	200 	104.508 	0.830592
0.2593 	0.435631 	200 	104.508 	0.831324
0.2594 	0.436013 	200 	104.507 	0.832055
0.2595 	0.436394 	200 	104.507 	0.832785
0.2596 	0.436774 	200 	104.507 	0.833512
0.2597 	0.437153 	200 	104.507 	0.834238
0.2598 	0.437531 	200 	104.507 	0.834962
0.2599 	0.437908 	200 	104.507 	0.835684
0.26 	0.438284 	200 	104.507 	0.836404
0.2601 	0.438659 	200 	104.507 	0.837123
0.2602 	0.439034 	200 	104.507 	0.837839
0.2603 	0.439407 	200 	104.507 	0.838554
0.2604 	0.43978 	200 	104.506 	0.839268
0.2605 	0.440151 	200 	104.506 	0.839979
0.2606 	0.440522 	200 	104.506 	0.840689
0.2607 	0.440892 	200 	104.506 	0.841397
0.2608 	0.441261 	200 	104.506 	0.842103
0.2609 	0.441629 	200 	104.506 	0.842808
0.261 	0.441996 	200 	104.506 	0.843511
0.2611 	0.442362 	200 	104.506 	0.844211
0.2612 	0.442727 	200 	104.506 	0.844911
0.2613 	0.443091 	200 	104.506 	0.845608
0.2614 	0.443454 	200 	104.505 	0.846304
0.2615 	0.443817 	200 	104.505 	0.846998
0.2616 	0.444178 	200 	104.505 	0.84769
0.2617 	0.444539 	200 	104.505 	0.84838
0.2618 	0.444899 	200 	104.505 	0.849069
0.2619 	0.445257 	200 	104.505 	0.849756
0.262 	0.445615 	200 	104.505 	0.850441
0.2621 	0.445972 	200 	104.505 	0.851125
0.2622 	0.446328 	200 	104.505 	0.851807
0.2623 	0.446683 	200 	104.505 	0.852487
0.2624 	0.447037 	200 	104.504 	0.853165
0.2625 	0.447391 	200 	104.504 	0.853841
0.2626 	0.447743 	200 	104.504 	0.854516
0.2627 	0.448094 	200 	104.504 	0.855189
0.2628 	0.448445 	200 	104.504 	0.85586
0.2629 	0.448795 	200 	104.504 	0.85653
0.263 	0.449143 	200 	104.504 	0.857198
0.2631 	0.449491 	200 	104.504 	0.857864
0.2632 	0.449838 	200 	104.504 	0.858528
0.2633 	0.450184 	200 	104.504 	0.859191
0.2634 	0.450529 	200 	104.504 	0.859852
0.2635 	0.450873 	200 	104.503 	0.860511
0.2636 	0.451217 	200 	104.503 	0.861168
0.2637 	0.451559 	200 	104.503 	0.861824
0.2638 	0.451901 	200 	104.503 	0.862478
0.2639 	0.452241 	200 	104.503 	0.86313
0.264 	0.452581 	200 	104.503 	0.863781
0.2641 	0.45292 	200 	104.503 	0.86443
0.2642 	0.453258 	200 	104.503 	0.865077
0.2643 	0.453595 	200 	104.503 	0.865722
0.2644 	0.453931 	200 	104.503 	0.866366
0.2645 	0.454266 	200 	104.503 	0.867008
0.2646 	0.454601 	200 	104.502 	0.867649
0.2647 	0.454934 	200 	104.502 	0.868287
0.2648 	0.455267 	200 	104.502 	0.868924
0.2649 	0.455598 	200 	104.502 	0.869559
0.265 	0.455929 	200 	104.502 	0.870193
0.2651 	0.456259 	200 	104.502 	0.870825
0.2652 	0.456588 	200 	104.502 	0.871455
0.2653 	0.456916 	200 	104.502 	0.872083
0.2654 	0.457243 	200 	104.502 	0.87271
0.2655 	0.45757 	200 	104.502 	0.873335
0.2656 	0.457895 	200 	104.502 	0.873958
0.2657 	0.45822 	200 	104.501 	0.87458
0.2658 	0.458544 	200 	104.501 	0.8752
0.2659 	0.458866 	200 	104.501 	0.875818
0.266 	0.459188 	200 	104.501 	0.876435
0.2661 	0.459509 	200 	104.501 	0.87705
0.2662 	0.45983 	200 	104.501 	0.877663
0.2663 	0.460149 	200 	104.501 	0.878275
0.2664 	0.460467 	200 	104.501 	0.878884
0.2665 	0.460785 	200 	104.501 	0.879493
0.2666 	0.461102 	200 	104.501 	0.880099
0.2667 	0.461418 	200 	104.501 	0.880704
0.2668 	0.461732 	200 	104.501 	0.881307
0.2669 	0.462047 	200 	104.5 	0.881909
0.267 	0.46236 	200 	104.5 	0.882509
0.2671 	0.462672 	200 	104.5 	0.883107
0.2672 	0.462984 	200 	104.5 	0.883704
0.2673 	0.463294 	200 	104.5 	0.884299
0.2674 	0.463604 	200 	104.5 	0.884892
0.2675 	0.463913 	200 	104.5 	0.885484
0.2676 	0.464221 	200 	104.5 	0.886074
0.2677 	0.464528 	200 	104.5 	0.886662
0.2678 	0.464834 	200 	104.5 	0.887249
0.2679 	0.46514 	200 	104.5 	0.887834
0.268 	0.465445 	200 	104.5 	0.888417
0.2681 	0.465748 	200 	104.5 	0.888999
0.2682 	0.466051 	200 	104.499 	0.889579
0.2683 	0.466353 	200 	104.499 	0.890158
0.2684 	0.466654 	200 	104.499 	0.890735
0.2685 	0.466955 	200 	104.499 	0.89131
0.2686 	0.467254 	200 	104.499 	0.891884
0.2687 	0.467553 	200 	104.499 	0.892456
0.2688 	0.467851 	200 	104.499 	0.893026
0.2689 	0.468148 	200 	104.499 	0.893595
0.269 	0.468444 	200 	104.499 	0.894162
0.2691 	0.468739 	200 	104.499 	0.894727
0.2692 	0.469033 	200 	104.499 	0.895291
0.2693 	0.469327 	200 	104.499 	0.895854
0.2694 	0.46962 	200 	104.499 	0.896414
0.2695 	0.469912 	200 	104.498 	0.896973
0.2696 	0.470203 	200 	104.498 	0.897531
0.2697 	0.470493 	200 	104.498 	0.898087
0.2698 	0.470782 	200 	104.498 	0.898641
0.2699 	0.471071 	200 	104.498 	0.899194
0.27 	0.471358 	200 	104.498 	0.899745
0.2701 	0.471645 	200 	104.498 	0.900295
0.2702 	0.471931 	200 	104.498 	0.900843
0.2703 	0.472217 	200 	104.498 	0.901389
0.2704 	0.472501 	200 	104.498 	0.901934
0.2705 	0.472785 	200 	104.498 	0.902477
0.2706 	0.473067 	200 	104.498 	0.903018
0.2707 	0.473349 	200 	104.498 	0.903558
0.2708 	0.47363 	200 	104.498 	0.904097
0.2709 	0.473911 	200 	104.497 	0.904634
0.271 	0.47419 	200 	104.497 	0.905169
0.2711 	0.474469 	200 	104.497 	0.905703
0.2712 	0.474746 	200 	104.497 	0.906235
0.2713 	0.475023 	200 	104.497 	0.906766
0.2714 	0.4753 	200 	104.497 	0.907295
0.2715 	0.475575 	200 	104.497 	0.907822
0.2716 	0.47585 	200 	104.497 	0.908348
0.2717 	0.476123 	200 	104.497 	0.908873
0.2718 	0.476396 	200 	104.497 	0.909396
0.2719 	0.476668 	200 	104.497 	0.909917
0.272 	0.47694 	200 	104.497 	0.910437
0.2721 	0.47721 	200 	104.497 	0.910955
0.2722 	0.47748 	200 	104.497 	0.911472
0.2723 	0.477749 	200 	104.496 	0.911987
0.2724 	0.478017 	200 	104.496 	0.9125
0.2725 	0.478284 	200 	104.496 	0.913013
0.2726 	0.478551 	200 	104.496 	0.913523
0.2727 	0.478817 	200 	104.496 	0.914032
0.2728 	0.479082 	200 	104.496 	0.91454
0.2729 	0.479346 	200 	104.496 	0.915046
0.273 	0.479609 	200 	104.496 	0.91555
0.2731 	0.479872 	200 	104.496 	0.916053
0.2732 	0.480133 	200 	104.496 	0.916555
0.2733 	0.480394 	200 	104.496 	0.917055
0.2734 	0.480654 	200 	104.496 	0.917553
0.2735 	0.480914 	200 	104.496 	0.91805
0.2736 	0.481172 	200 	104.496 	0.918545
0.2737 	0.48143 	200 	104.496 	0.919039
0.2738 	0.481687 	200 	104.496 	0.919532
0.2739 	0.481944 	200 	104.495 	0.920023
0.274 	0.482199 	200 	104.495 	0.920512
0.2741 	0.482454 	200 	104.495 	0.921
0.2742 	0.482708 	200 	104.495 	0.921487
0.2743 	0.482961 	200 	104.495 	0.921972
0.2744 	0.483213 	200 	104.495 	0.922455
0.2745 	0.483465 	200 	104.495 	0.922937
0.2746 	0.483716 	200 	104.495 	0.923418
0.2747 	0.483966 	200 	104.495 	0.923897
0.2748 	0.484215 	200 	104.495 	0.924374
0.2749 	0.484464 	200 	104.495 	0.924851
0.275 	0.484711 	200 	104.495 	0.925325
0.2751 	0.484958 	200 	104.495 	0.925799
0.2752 	0.485205 	200 	104.495 	0.92627
0.2753 	0.48545 	200 	104.495 	0.926741
0.2754 	0.485695 	200 	104.495 	0.92721
0.2755 	0.485939 	200 	104.495 	0.927677
0.2756 	0.486182 	200 	104.494 	0.928143
0.2757 	0.486424 	200 	104.494 	0.928608
0.2758 	0.486666 	200 	104.494 	0.929071
0.2759 	0.486907 	200 	104.494 	0.929532
0.276 	0.487147 	200 	104.494 	0.929992
0.2761 	0.487387 	200 	104.494 	0.930451
0.2762 	0.487625 	200 	104.494 	0.930909
0.2763 	0.487863 	200 	104.494 	0.931365
0.2764 	0.488101 	200 	104.494 	0.931819
0.2765 	0.488337 	200 	104.494 	0.932272
0.2766 	0.488573 	200 	104.494 	0.932724
0.2767 	0.488808 	200 	104.494 	0.933174
0.2768 	0.489042 	200 	104.494 	0.933623
0.2769 	0.489276 	200 	104.494 	0.93407
0.277 	0.489508 	200 	104.494 	0.934516
0.2771 	0.48974 	200 	104.494 	0.934961
0.2772 	0.489972 	200 	104.494 	0.935404
0.2773 	0.490202 	200 	104.493 	0.935846
0.2774 	0.490432 	200 	104.493 	0.936286
0.2775 	0.490661 	200 	104.493 	0.936725
0.2776 	0.49089 	200 	104.493 	0.937163
0.2777 	0.491117 	200 	104.493 	0.937599
0.2778 	0.491344 	200 	104.493 	0.938034
0.2779 	0.49157 	200 	104.493 	0.938467
0.278 	0.491796 	200 	104.493 	0.9389
0.2781 	0.492021 	200 	104.493 	0.93933
0.2782 	0.492245 	200 	104.493 	0.93976
0.2783 	0.492468 	200 	104.493 	0.940188
0.2784 	0.492691 	200 	104.493 	0.940614
0.2785 	0.492913 	200 	104.493 	0.941039
0.2786 	0.493134 	200 	104.493 	0.941463
0.2787 	0.493354 	200 	104.493 	0.941886
0.2788 	0.493574 	200 	104.493 	0.942307
0.2789 	0.493793 	200 	104.493 	0.942727
0.279 	0.494012 	200 	104.493 	0.943145
0.2791 	0.494229 	200 	104.493 	0.943562
0.2792 	0.494446 	200 	104.492 	0.943978
0.2793 	0.494663 	200 	104.492 	0.944392
0.2794 	0.494878 	200 	104.492 	0.944805
0.2795 	0.495093 	200 	104.492 	0.945217
0.2796 	0.495307 	200 	104.492 	0.945628
0.2797 	0.495521 	200 	104.492 	0.946037
0.2798 	0.495733 	200 	104.492 	0.946444
0.2799 	0.495945 	200 	104.492 	0.946851
0.28 	0.496157 	200 	104.492 	0.947256
0.2801 	0.496368 	200 	104.492 	0.94766
0.2802 	0.496578 	200 	104.492 	0.948062
0.2803 	0.496787 	200 	104.492 	0.948463
0.2804 	0.496996 	200 	104.492 	0.948863
0.2805 	0.497204 	200 	104.492 	0.949262
0.2806 	0.497411 	200 	104.492 	0.949659
0.2807 	0.497617 	200 	104.492 	0.950055
0.2808 	0.497823 	200 	104.492 	0.950449
0.2809 	0.498029 	200 	104.492 	0.950843
0.281 	0.498233 	200 	104.492 	0.951235
0.2811 	0.498437 	200 	104.492 	0.951625
0.2812 	0.49864 	200 	104.492 	0.952015
0.2813 	0.498843 	200 	104.491 	0.952403
0.2814 	0.499045 	200 	104.491 	0.95279
0.2815 	0.499246 	200 	104.491 	0.953175
0.2816 	0.499446 	200 	104.491 	0.95356
0.2817 	0.499646 	200 	104.491 	0.953943
0.2818 	0.499846 	200 	104.491 	0.954324
0.2819 	0.500044 	200 	104.491 	0.954705
0.282 	0.500242 	200 	104.491 	0.955084
0.2821 	0.500439 	200 	104.491 	0.955462
0.2822 	0.500636 	200 	104.491 	0.955839
0.2823 	0.500832 	200 	104.491 	0.956214
0.2824 	0.501027 	200 	104.491 	0.956589
0.2825 	0.501222 	200 	104.491 	0.956961
0.2826 	0.501416 	200 	104.491 	0.957333
0.2827 	0.501609 	200 	104.491 	0.957704
0.2828 	0.501801 	200 	104.491 	0.958073
0.2829 	0.501994 	200 	104.491 	0.958441
0.283 	0.502185 	200 	104.491 	0.958808
0.2831 	0.502376 	200 	104.491 	0.959173
0.2832 	0.502566 	200 	104.491 	0.959537
0.2833 	0.502755 	200 	104.491 	0.9599
0.2834 	0.502944 	200 	104.491 	0.960262
0.2835 	0.503132 	200 	104.491 	0.960623
0.2836 	0.50332 	200 	104.49 	0.960982
0.2837 	0.503506 	200 	104.49 	0.96134
0.2838 	0.503693 	200 	104.49 	0.961697
0.2839 	0.503878 	200 	104.49 	0.962053
0.284 	0.504063 	200 	104.49 	0.962408
0.2841 	0.504248 	200 	104.49 	0.962761
0.2842 	0.504431 	200 	104.49 	0.963113
0.2843 	0.504615 	200 	104.49 	0.963464
0.2844 	0.504797 	200 	104.49 	0.963814
0.2845 	0.504979 	200 	104.49 	0.964162
0.2846 	0.50516 	200 	104.49 	0.96451
0.2847 	0.505341 	200 	104.49 	0.964856
0.2848 	0.505521 	200 	104.49 	0.965201
0.2849 	0.5057 	200 	104.49 	0.965545
0.285 	0.505879 	200 	104.49 	0.965887
0.2851 	0.506057 	200 	104.49 	0.966229
0.2852 	0.506235 	200 	104.49 	0.966569
0.2853 	0.506412 	200 	104.49 	0.966908
0.2854 	0.506588 	200 	104.49 	0.967246
0.2855 	0.506764 	200 	104.49 	0.967583
0.2856 	0.506939 	200 	104.49 	0.967918
0.2857 	0.507113 	200 	104.49 	0.968253
0.2858 	0.507287 	200 	104.49 	0.968586
0.2859 	0.50746 	200 	104.49 	0.968918
0.286 	0.507633 	200 	104.49 	0.969249
0.2861 	0.507805 	200 	104.489 	0.969579
0.2862 	0.507977 	200 	104.489 	0.969908
0.2863 	0.508148 	200 	104.489 	0.970235
0.2864 	0.508318 	200 	104.489 	0.970562
0.2865 	0.508488 	200 	104.489 	0.970887
0.2866 	0.508657 	200 	104.489 	0.971211
0.2867 	0.508825 	200 	104.489 	0.971534
0.2868 	0.508993 	200 	104.489 	0.971856
0.2869 	0.509161 	200 	104.489 	0.972177
0.287 	0.509327 	200 	104.489 	0.972497
0.2871 	0.509493 	200 	104.489 	0.972815
0.2872 	0.509659 	200 	104.489 	0.973133
0.2873 	0.509824 	200 	104.489 	0.973449
0.2874 	0.509989 	200 	104.489 	0.973764
0.2875 	0.510152 	200 	104.489 	0.974078
0.2876 	0.510316 	200 	104.489 	0.974391
0.2877 	0.510478 	200 	104.489 	0.974703
0.2878 	0.510641 	200 	104.489 	0.975014
0.2879 	0.510802 	200 	104.489 	0.975323
0.288 	0.510963 	200 	104.489 	0.975632
0.2881 	0.511123 	200 	104.489 	0.975939
0.2882 	0.511283 	200 	104.489 	0.976246
0.2883 	0.511443 	200 	104.489 	0.976551
0.2884 	0.511601 	200 	104.489 	0.976855
0.2885 	0.51176 	200 	104.489 	0.977159
0.2886 	0.511917 	200 	104.489 	0.977461
0.2887 	0.512074 	200 	104.489 	0.977762
0.2888 	0.512231 	200 	104.489 	0.978062
0.2889 	0.512387 	200 	104.488 	0.97836
0.289 	0.512542 	200 	104.488 	0.978658
0.2891 	0.512697 	200 	104.488 	0.978955
0.2892 	0.512851 	200 	104.488 	0.979251
0.2893 	0.513005 	200 	104.488 	0.979545
0.2894 	0.513158 	200 	104.488 	0.979839
0.2895 	0.51331 	200 	104.488 	0.980131
0.2896 	0.513462 	200 	104.488 	0.980423
0.2897 	0.513614 	200 	104.488 	0.980713
0.2898 	0.513765 	200 	104.488 	0.981003
0.2899 	0.513915 	200 	104.488 	0.981291
0.29 	0.514065 	200 	104.488 	0.981578
0.2901 	0.514215 	200 	104.488 	0.981865
0.2902 	0.514363 	200 	104.488 	0.98215
0.2903 	0.514512 	200 	104.488 	0.982434
0.2904 	0.514659 	200 	104.488 	0.982717
0.2905 	0.514807 	200 	104.488 	0.982999
0.2906 	0.514953 	200 	104.488 	0.98328
0.2907 	0.515099 	200 	104.488 	0.983561
0.2908 	0.515245 	200 	104.488 	0.98384
0.2909 	0.51539 	200 	104.488 	0.984118
0.291 	0.515535 	200 	104.488 	0.984395
0.2911 	0.515679 	200 	104.488 	0.984671
0.2912 	0.515822 	200 	104.488 	0.984946
0.2913 	0.515965 	200 	104.488 	0.98522
0.2914 	0.516107 	200 	104.488 	0.985493
0.2915 	0.516249 	200 	104.488 	0.985765
0.2916 	0.516391 	200 	104.488 	0.986036
0.2917 	0.516532 	200 	104.488 	0.986306
0.2918 	0.516672 	200 	104.488 	0.986575
0.2919 	0.516812 	200 	104.488 	0.986844
0.292 	0.516951 	200 	104.488 	0.987111
0.2921 	0.51709 	200 	104.487 	0.987377
0.2922 	0.517228 	200 	104.487 	0.987642
0.2923 	0.517366 	200 	104.487 	0.987906
0.2924 	0.517503 	200 	104.487 	0.988169
0.2925 	0.51764 	200 	104.487 	0.988432
0.2926 	0.517777 	200 	104.487 	0.988693
0.2927 	0.517912 	200 	104.487 	0.988953
0.2928 	0.518048 	200 	104.487 	0.989213
0.2929 	0.518182 	200 	104.487 	0.989471
0.293 	0.518317 	200 	104.487 	0.989728
0.2931 	0.51845 	200 	104.487 	0.989985
0.2932 	0.518584 	200 	104.487 	0.99024
0.2933 	0.518717 	200 	104.487 	0.990495
0.2934 	0.518849 	200 	104.487 	0.990749
0.2935 	0.518981 	200 	104.487 	0.991001
0.2936 	0.519112 	200 	104.487 	0.991253
0.2937 	0.519243 	200 	104.487 	0.991504
0.2938 	0.519373 	200 	104.487 	0.991754
0.2939 	0.519503 	200 	104.487 	0.992003
0.294 	0.519632 	200 	104.487 	0.992251
0.2941 	0.519761 	200 	104.487 	0.992498
0.2942 	0.51989 	200 	104.487 	0.992744
0.2943 	0.520018 	200 	104.487 	0.992989
0.2944 	0.520145 	200 	104.487 	0.993234
0.2945 	0.520272 	200 	104.487 	0.993477
0.2946 	0.520398 	200 	104.487 	0.99372
0.2947 	0.520524 	200 	104.487 	0.993961
0.2948 	0.52065 	200 	104.487 	0.994202
0.2949 	0.520775 	200 	104.487 	0.994442
0.295 	0.5209 	200 	104.487 	0.99468
0.2951 	0.521024 	200 	104.487 	0.994918
0.2952 	0.521147 	200 	104.487 	0.995155
0.2953 	0.521271 	200 	104.487 	0.995392
0.2954 	0.521393 	200 	104.487 	0.995627
0.2955 	0.521516 	200 	104.487 	0.995861
0.2956 	0.521637 	200 	104.487 	0.996095
0.2957 	0.521759 	200 	104.487 	0.996327
0.2958 	0.52188 	200 	104.487 	0.996559
0.2959 	0.522 	200 	104.486 	0.99679
0.296 	0.52212 	200 	104.486 	0.99702
0.2961 	0.522239 	200 	104.486 	0.997249
0.2962 	0.522358 	200 	104.486 	0.997477
0.2963 	0.522477 	200 	104.486 	0.997705
0.2964 	0.522595 	200 	104.486 	0.997931
0.2965 	0.522713 	200 	104.486 	0.998157
0.2966 	0.52283 	200 	104.486 	0.998382
0.2967 	0.522947 	200 	104.486 	0.998605
0.2968 	0.523063 	200 	104.486 	0.998828
0.2969 	0.523179 	200 	104.486 	0.999051
0.297 	0.523295 	200 	104.486 	0.999272
0.2971 	0.523409 	200 	104.486 	0.999492
0.2972 	0.523524 	200 	104.486 	0.999712
0.2973 	0.523638 	200 	104.486 	0.999931
0.2974 	0.523752 	200 	104.486 	1.00015
0.2975 	0.523865 	200 	104.486 	1.00037
0.2976 	0.523978 	200 	104.486 	1.00058
0.2977 	0.52409 	200 	104.486 	1.0008
0.2978 	0.524202 	200 	104.486 	1.00101
0.2979 	0.524314 	200 	104.486 	1.00123
0.298 	0.524425 	200 	104.486 	1.00144
0.2981 	0.524535 	200 	104.486 	1.00165
0.2982 	0.524646 	200 	104.486 	1.00186
0.2983 	0.524755 	200 	104.486 	1.00207
0.2984 	0.524865 	200 	104.486 	1.00228
0.2985 	0.524974 	200 	104.486 	1.00249
0.2986 	0.525082 	200 	104.486 	1.0027
0.2987 	0.52519 	200 	104.486 	1.00291
0.2988 	0.525298 	200 	104.486 	1.00311
0.2989 	0.525405 	200 	104.486 	1.00332
0.299 	0.525512 	200 	104.486 	1.00352
0.2991 	0.525618 	200 	104.486 	1.00373
0.2992 	0.525724 	200 	104.486 	1.00393
0.2993 	0.52583 	200 	104.486 	1.00413
0.2994 	0.525935 	200 	104.486 	1.00433
0.2995 	0.52604 	200 	104.486 	1.00454
0.2996 	0.526144 	200 	104.486 	1.00474
0.2997 	0.526248 	200 	104.486 	1.00493
0.2998 	0.526351 	200 	104.486 	1.00513
0.2999 	0.526454 	200 	104.486 	1.00533
0.3 	0.526557 	200 	104.486 	1.00553
0.3001 	0.526659 	200 	104.486 	1.00572
0.3002 	0.526761 	200 	104.486 	1.00592
0.3003 	0.526863 	200 	104.486 	1.00611
0.3004 	0.526964 	200 	104.486 	1.00631
0.3005 	0.527064 	200 	104.486 	1.0065
0.3006 	0.527165 	200 	104.485 	1.00669
0.3007 	0.527265 	200 	104.485 	1.00688
0.3008 	0.527364 	200 	104.485 	1.00708
0.3009 	0.527463 	200 	104.485 	1.00727
0.301 	0.527562 	200 	104.485 	1.00745
0.3011 	0.52766 	200 	104.485 	1.00764
0.3012 	0.527758 	200 	104.485 	1.00783
0.3013 	0.527856 	200 	104.485 	1.00802
0.3014 	0.527953 	200 	104.485 	1.0082
0.3015 	0.528049 	200 	104.485 	1.00839
0.3016 	0.528146 	200 	104.485 	1.00857
0.3017 	0.528242 	200 	104.485 	1.00876
0.3018 	0.528337 	200 	104.485 	1.00894
0.3019 	0.528433 	200 	104.485 	1.00912
0.302 	0.528527 	200 	104.485 	1.00931
0.3021 	0.528622 	200 	104.485 	1.00949
0.3022 	0.528716 	200 	104.485 	1.00967
0.3023 	0.52881 	200 	104.485 	1.00985
0.3024 	0.528903 	200 	104.485 	1.01003
0.3025 	0.528996 	200 	104.485 	1.0102
0.3026 	0.529088 	200 	104.485 	1.01038
0.3027 	0.52918 	200 	104.485 	1.01056
0.3028 	0.529272 	200 	104.485 	1.01073
0.3029 	0.529364 	200 	104.485 	1.01091
0.303 	0.529455 	200 	104.485 	1.01108
0.3031 	0.529545 	200 	104.485 	1.01126
0.3032 	0.529636 	200 	104.485 	1.01143
0.3033 	0.529726 	200 	104.485 	1.0116
0.3034 	0.529815 	200 	104.485 	1.01178
0.3035 	0.529904 	200 	104.485 	1.01195
0.3036 	0.529993 	200 	104.485 	1.01212
0.3037 	0.530082 	200 	104.485 	1.01229
0.3038 	0.53017 	200 	104.485 	1.01246
0.3039 	0.530258 	200 	104.485 	1.01262
0.304 	0.530345 	200 	104.485 	1.01279
0.3041 	0.530432 	200 	104.485 	1.01296
0.3042 	0.530519 	200 	104.485 	1.01313
0.3043 	0.530605 	200 	104.485 	1.01329
0.3044 	0.530691 	200 	104.485 	1.01346
0.3045 	0.530777 	200 	104.485 	1.01362
0.3046 	0.530862 	200 	104.485 	1.01378
0.3047 	0.530947 	200 	104.485 	1.01395
0.3048 	0.531032 	200 	104.485 	1.01411
0.3049 	0.531116 	200 	104.485 	1.01427
0.305 	0.5312 	200 	104.485 	1.01443
0.3051 	0.531283 	200 	104.485 	1.01459
0.3052 	0.531367 	200 	104.485 	1.01475
0.3053 	0.53145 	200 	104.485 	1.01491
0.3054 	0.531532 	200 	104.485 	1.01507
0.3055 	0.531614 	200 	104.485 	1.01523
0.3056 	0.531696 	200 	104.485 	1.01538
0.3057 	0.531778 	200 	104.485 	1.01554
0.3058 	0.531859 	200 	104.485 	1.0157
0.3059 	0.53194 	200 	104.485 	1.01585
0.306 	0.53202 	200 	104.485 	1.016
0.3061 	0.5321 	200 	104.485 	1.01616
0.3062 	0.53218 	200 	104.485 	1.01631
0.3063 	0.532259 	200 	104.485 	1.01646
0.3064 	0.532339 	200 	104.485 	1.01662
0.3065 	0.532417 	200 	104.485 	1.01677
0.3066 	0.532496 	200 	104.485 	1.01692
0.3067 	0.532574 	200 	104.484 	1.01707
0.3068 	0.532652 	200 	104.484 	1.01722
0.3069 	0.532729 	200 	104.484 	1.01737
0.307 	0.532807 	200 	104.484 	1.01751
0.3071 	0.532883 	200 	104.484 	1.01766
0.3072 	0.53296 	200 	104.484 	1.01781
0.3073 	0.533036 	200 	104.484 	1.01795
0.3074 	0.533112 	200 	104.484 	1.0181
0.3075 	0.533188 	200 	104.484 	1.01824
0.3076 	0.533263 	200 	104.484 	1.01839
0.3077 	0.533338 	200 	104.484 	1.01853
0.3078 	0.533413 	200 	104.484 	1.01868
0.3079 	0.533487 	200 	104.484 	1.01882
0.308 	0.533561 	200 	104.484 	1.01896
0.3081 	0.533634 	200 	104.484 	1.0191
0.3082 	0.533708 	200 	104.484 	1.01924
0.3083 	0.533781 	200 	104.484 	1.01938
0.3084 	0.533854 	200 	104.484 	1.01952
0.3085 	0.533926 	200 	104.484 	1.01966
0.3086 	0.533998 	200 	104.484 	1.0198
0.3087 	0.53407 	200 	104.484 	1.01994
0.3088 	0.534142 	200 	104.484 	1.02007
0.3089 	0.534213 	200 	104.484 	1.02021
0.309 	0.534284 	200 	104.484 	1.02035
0.3091 	0.534354 	200 	104.484 	1.02048
0.3092 	0.534425 	200 	104.484 	1.02062
0.3093 	0.534495 	200 	104.484 	1.02075
0.3094 	0.534564 	200 	104.484 	1.02088
0.3095 	0.534634 	200 	104.484 	1.02102
0.3096 	0.534703 	200 	104.484 	1.02115
0.3097 	0.534772 	200 	104.484 	1.02128
0.3098 	0.53484 	200 	104.484 	1.02141
0.3099 	0.534908 	200 	104.484 	1.02154
0.31 	0.534976 	200 	104.484 	1.02167
0.3101 	0.535044 	200 	104.484 	1.0218
0.3102 	0.535111 	200 	104.484 	1.02193
0.3103 	0.535178 	200 	104.484 	1.02206
0.3104 	0.535245 	200 	104.484 	1.02219
0.3105 	0.535311 	200 	104.484 	1.02232
0.3106 	0.535378 	200 	104.484 	1.02244
0.3107 	0.535444 	200 	104.484 	1.02257
0.3108 	0.535509 	200 	104.484 	1.0227
0.3109 	0.535574 	200 	104.484 	1.02282
0.311 	0.535639 	200 	104.484 	1.02295
0.3111 	0.535704 	200 	104.484 	1.02307
0.3112 	0.535769 	200 	104.484 	1.0232
